"id","isin","cash_flow_date","cash_flow_amount","record_date","principal_amount","interest_amount","tds_amount","remaining_principal","state","created_at","updated_at"
"78130134-a563-40b7-8e86-babf8aac46bd",INE090W07683,2026-02-10,"913.86",2026-01-26,"0","913.86","91","100000",active,2025-01-16 16:53:51.206,2025-01-16 16:53:51.206
c35b5f02-fd4d-4fca-a25b-f114178f7715,INE090W07683,2026-03-10,"825.42",2026-02-23,"0","825.42","83","100000",active,2025-01-16 16:53:51.206,2025-01-16 16:53:51.206
"68e63143-7d29-408e-997f-026d85a7fc25",INE090W07683,2026-04-10,"913.86",2026-03-26,"0","913.86","91","100000",active,2025-01-16 16:53:51.206,2025-01-16 16:53:51.206
"5fa9024d-a58f-46ce-99ba-85fa862b2218",INE090W07683,2026-05-10,"100884.38",2026-04-25,"100000","884.38","88","100000",active,2025-01-16 16:53:51.206,2025-01-16 16:53:51.206
"3d649eb5-80a8-480e-a2dd-eeec4a4c7ac0",INE884Q07715,2025-01-11,"16476.07",2024-12-27,"14285.71","2190.36","219","100000",active,2025-01-16 16:54:08.189,2025-01-16 16:54:08.189
"55674580-d4f1-4b9d-b24f-00cc7849dcc6",INE884Q07715,2025-04-11,"16122.34",2025-03-27,"14285.71","1836.63","184","85714.29",active,2025-01-16 16:54:08.189,2025-01-16 16:54:08.189
"8839db9a-1648-4be9-ae5a-ad0511e88120",INE884Q07715,2025-07-11,"15833.24",2025-06-26,"14285.71","1547.53","155","71428.58",active,2025-01-16 16:54:08.189,2025-01-16 16:54:08.189
bda73947-3501-4517-8ad1-7d28eab5b9bb,INE884Q07715,2025-10-11,"15537.34",2025-09-26,"14285.71","1251.63","125","57142.87",active,2025-01-16 16:54:08.189,2025-01-16 16:54:08.189
"9ed74b76-681f-4167-b7eb-74e42f480819",INE884Q07715,2026-01-11,"15224.43",2025-12-27,"14285.71","938.72","94","42857.16",active,2025-01-16 16:54:08.189,2025-01-16 16:54:08.189
f5af5828-4010-463b-9af8-e48d47a05702,INE884Q07715,2026-04-11,"14897.92",2026-03-27,"14285.71","612.21","61","28571.45",active,2025-01-16 16:54:08.189,2025-01-16 16:54:08.189
"3b39174d-3cdf-4661-a964-234bf89b40bc",INE884Q07715,2026-07-11,"14595.22",2026-06-26,"14285.71","309.51","31","14285.74",active,2025-01-16 16:54:08.189,2025-01-16 16:54:08.189
"458dfd43-20a3-443c-9250-35339c1a5635",INE982X07440,2025-01-23,"883.29",2025-01-08,"0","883.29","88","100000",active,2025-01-16 16:54:29.722,2025-01-16 16:54:29.722
"67823c9a-9681-4023-bb8e-61937e54d60e",INE982X07440,2025-02-23,"883.29",2025-02-08,"0","883.29","88","100000",active,2025-01-16 16:54:29.722,2025-01-16 16:54:29.722
"83917d1e-0f3c-4b60-b5d4-6be55698eef4",INE982X07440,2025-03-23,"797.81",2025-03-08,"0","797.81","80","100000",active,2025-01-16 16:54:29.722,2025-01-16 16:54:29.722
"6db66c5d-e776-4eac-aeb4-6799c9799202",INE982X07440,2025-04-23,"883.29",2025-04-08,"0","883.29","88","100000",active,2025-01-16 16:54:29.722,2025-01-16 16:54:29.722
"46608ea8-28f0-43fa-8837-89e47c06641c",INE982X07440,2025-05-23,"854.79",2025-05-08,"0","854.79","85","100000",active,2025-01-16 16:54:29.722,2025-01-16 16:54:29.722
"1caa537a-3a12-4e41-8b38-bd36a35e8359",INE982X07440,2025-06-23,"883.29",2025-06-08,"0","883.29","88","100000",active,2025-01-16 16:54:29.722,2025-01-16 16:54:29.722
"6d56463f-28fa-4e20-b5af-f89a5d8d8a19",INE982X07440,2025-07-23,"854.79",2025-07-08,"0","854.79","85","100000",active,2025-01-16 16:54:29.722,2025-01-16 16:54:29.722
"27164895-cc06-4221-a621-80c00207d224",INE982X07440,2025-08-23,"883.29",2025-08-08,"0","883.29","88","100000",active,2025-01-16 16:54:29.722,2025-01-16 16:54:29.722
"532c6f02-453b-4920-a7e5-70c2321e7867",INE982X07440,2025-09-23,"883.29",2025-09-08,"0","883.29","88","100000",active,2025-01-16 16:54:29.722,2025-01-16 16:54:29.722
c6142edd-5ae9-4afc-912a-a0ead11f15f2,INE982X07440,2025-10-23,"854.79",2025-10-08,"0","854.79","85","100000",active,2025-01-16 16:54:29.722,2025-01-16 16:54:29.722
"31efdf8a-a74e-4c6e-ad4f-05fd26862631",INE982X07440,2025-11-23,"883.29",2025-11-08,"0","883.29","88","100000",active,2025-01-16 16:54:29.722,2025-01-16 16:54:29.722
"78b577f2-3d26-47dc-a43e-a870d69ada80",INE982X07440,2025-12-23,"854.79",2025-12-08,"0","854.79","85","100000",active,2025-01-16 16:54:29.722,2025-01-16 16:54:29.722
b19539f5-917f-4023-b8ac-cb85f74e3f58,INE982X07440,2026-01-23,"883.29",2026-01-08,"0","883.29","88","100000",active,2025-01-16 16:54:29.722,2025-01-16 16:54:29.722
"92171ca9-43ed-4ce1-a03b-1f94b75a32cf",INE982X07440,2026-02-23,"100883.29",2026-02-08,"100000","883.29","88","100000",active,2025-01-16 16:54:29.722,2025-01-16 16:54:29.722
"49d4c09d-1cf0-46a4-82be-b7c89a2c66b2",INE03K307058,2024-12-20,"2692.6",2024-12-05,"0","2692.6","539","100000",active,2025-01-16 16:54:53.706,2025-01-16 16:54:53.706
cb3d6968-485e-429a-a1db-e9a49a2d423d,INE03K307058,2025-03-20,"2663.01",2025-03-05,"0","2663.01","533","100000",active,2025-01-16 16:54:53.706,2025-01-16 16:54:53.706
d77345c3-d86e-457b-a572-342e8e99167c,INE03K307058,2025-06-20,"2722.19",2025-06-05,"0","2722.19","544","100000",active,2025-01-16 16:54:53.706,2025-01-16 16:54:53.706
"6e2f0b4f-c3d8-4c10-9bcb-a26f81c34e46",INE03K307058,2025-09-20,"2722.19",2025-09-05,"0","2722.19","544","100000",active,2025-01-16 16:54:53.706,2025-01-16 16:54:53.706
b9076f32-7d2c-4242-b179-768e765d4ffc,INE03K307058,2025-12-20,"2692.6",2025-12-05,"0","2692.6","539","100000",active,2025-01-16 16:54:53.706,2025-01-16 16:54:53.706
"95a3dd56-a4e9-47db-903e-1e0cf4550075",INE03K307058,2026-03-20,"2663.01",2026-03-05,"0","2663.01","533","100000",active,2025-01-16 16:54:53.706,2025-01-16 16:54:53.706
"1f430571-8ec4-430b-af11-9e52e40635a7",INE03K307058,2026-06-20,"2722.19",2026-06-05,"0","2722.19","544","100000",active,2025-01-16 16:54:53.706,2025-01-16 16:54:53.706
"81be6069-40c4-489f-ad65-b0a0e52ed2e0",INE03K307058,2026-09-20,"102722.19",2026-09-05,"100000","2722.19","544","100000",active,2025-01-16 16:54:53.706,2025-01-16 16:54:53.706
f597e1b2-04e8-4bfe-a8bd-5a767c95cea4,INE06E507207,2024-08-05,"93.16986301",2024-07-21,"0","93.16986301","0","0",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"3cd2a194-2bb6-4a1d-aeb1-d3fa93b58327",INE06E507207,2024-09-05,"93.16986301",2024-08-21,"0","93.16986301","0","0",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"585f26ff-17a1-406b-92bf-96910982c1f6",INE06E507207,2024-10-05,"90.16438356",2024-09-20,"0","90.16438356","0","0",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
faf8ea68-d37e-404d-b260-81d94174d701,INE06E507207,2024-11-05,"93.16986301",2024-10-21,"0","93.16986301","0","0",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"38cfd636-4fca-43be-bdef-f3fda0380d1e",INE06E507207,2024-12-05,"90.16438356",2024-11-20,"0","90.16438356","0","0",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"0dfd4a6f-4fe0-431f-8cc7-3cdfcba2b425",INE06E507207,2025-01-05,"93.16986301",2024-12-21,"0","93.16986301","0","0",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
e0ebad5d-95a8-450f-a28d-b38eb2ab68a7,INE06E507207,2025-02-05,"93.16986301",2025-01-21,"0","93.16986301","0","0",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
a281b445-c197-4a02-a3c9-db60052ce781,INE06E507207,2025-03-05,"84.15342466",2025-02-18,"0","84.15342466","0","0",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
c4c25897-8723-4619-948a-669a5968a41a,INE06E507207,2025-04-05,"93.16986301",2025-03-21,"0","93.16986301","0","0",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"105830a9-cdcc-4609-a1d5-f18a5c71ce31",INE06E507207,2025-05-05,"90.16438356",2025-04-20,"0","90.16438356","0","0",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
b0f753bf-51ce-4d13-8d32-c8d675d1a674,INE06E507207,2025-06-05,"93.16986301",2025-05-21,"0","93.16986301","0","0",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"03f14b06-1e61-40a8-9174-e316c10d270a",INE06E507207,2025-07-05,"10090.16438",2025-06-20,"10000","90.16438356","0","10000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
c2c566a8-d9d4-4a4c-bc24-6038bfc361f4,INE0MPE07079,2024-07-22,"566.2101",2024-07-15,"476.1905","90.0196","0","0",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
d590f6af-a7ef-4aa5-a47b-b70c4b35483e,INE0MPE07079,2024-08-22,"564.5597",2024-08-15,"476.1905","88.3692","0","0",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"3d4e1afd-1fa7-4a49-910c-e0c6ba9192fe",INE0MPE07079,2024-09-22,"559.9087",2024-09-15,"476.1905","83.7182","0","0",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"970d7f9b-af86-4690-89bc-e50c4a5b72f7",INE0MPE07079,2024-10-22,"552.7071",2024-10-15,"476.1905","76.5166","0","0",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"7950e80d-9bba-410a-9eb3-d06a3a9a44be",INE0MPE07079,2024-11-22,"550.6067",2024-11-15,"476.1905","74.4162","0","0",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"6e293be3-cefc-443c-aa1a-48d3cae68ac6",INE0MPE07079,2024-12-22,"543.7052",2024-12-15,"476.1905","67.5147","0","0",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"4fe4ba14-0d95-47d1-b93d-fb286cd2cfa0",INE0MPE07079,2025-01-22,"541.3047",2025-01-15,"476.1905","65.1142","0","0",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"24f7b48b-7685-400e-b0e1-af67bb9ec233",INE0MPE07079,2025-02-22,"536.6536",2025-02-15,"476.1905","60.4631","0","0",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"8a8215a2-808b-4088-a923-94a81d9f4fe8",INE0MPE07079,2025-03-22,"526.6015",2025-03-15,"476.1905","50.411","0","0",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"0c100d24-e5fb-495c-9a1f-dd6f62d4c52f",INE0MPE07079,2025-04-22,"527.3516",2025-04-15,"476.1905","51.1611","0","0",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"289befdf-bc1b-4529-ab13-c5c742f1f54c",INE0MPE07079,2025-05-22,"4806.9146",2025-05-15,"4761.9048","45.0098","0","0",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"5b8c2f2c-02e1-489e-ba8b-3bda4aa2331c",INE06E507199,2024-08-26,"88.9233",2024-08-11,"0","88.9233","0","0",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
d11bdb7b-e502-464d-9a29-010f2365cab0,INE06E507199,2024-09-26,"88.9233",2024-09-11,"0","88.9233","0","0",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
d47d90d9-c49b-4fb1-9928-0eae17fdf432,INE06E507199,2024-10-26,"86.0548",2024-10-11,"0","86.0548","0","0",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
bb3a9611-a9a9-4e08-90df-5ca3ea953ce3,INE06E507199,2024-11-26,"88.9233",2024-11-11,"0","88.9233","0","0",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"19e80812-b371-4e29-860a-bc945c1d74e3",INE06E507199,2024-12-26,"86.0548",2024-12-11,"0","86.0548","0","0",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
d4a998d2-84a5-4cde-985c-d046fb340677,INE06E507199,2025-01-26,"88.9233",2025-01-13,"0","88.9233","0","0",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
bfe759bb-1c96-4315-a5dc-638cc13333d0,INE06E507199,2025-02-26,"88.9233",2025-02-11,"0","88.9233","0","0",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
ff3ed757-7f70-49b5-929c-9a5139135f18,INE06E507199,2025-03-26,"80.3178",2025-03-11,"0","80.3178","0","0",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"5d223c69-bf48-4fd4-b83b-3fcdf3c2e0a9",INE06E507199,2025-04-26,"88.9233",2025-04-11,"0","88.9233","0","0",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
bb929883-9740-43d0-a339-d05c9c0670b7,INE06E507199,2025-05-26,"86.0548",2025-05-12,"0","86.0548","0","0",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"30184804-c14f-4779-b09f-ef522daecceb",INE06E507199,2025-06-26,"10088.9233",2025-06-11,"10000","88.9233","0","0",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"314f8f11-c9f8-46dc-bb76-ba477450d658",INE833U07052,2024-07-31,"1019.1781",2024-07-24,"0","1019.1781","0","100000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"77d3c18f-ed89-4849-8a92-d51915222320",INE833U07052,2024-08-31,"1019.1781",2024-08-24,"0","1019.1781","0","100000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"66057897-ef5e-485c-898d-807e5c2c64e3",INE833U07052,2024-09-30,"986.3014",2024-09-23,"0","986.3014","0","100000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"66ca189b-acce-4988-94bc-1c1bd7a4d506",INE833U07052,2024-10-31,"1019.1781",2024-10-24,"0","1019.1781","0","100000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"97bce5c7-227d-4d75-82f0-358724134f8e",INE833U07052,2024-11-30,"986.3014",2024-11-23,"0","986.3014","0","100000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
fb28662c-8886-4083-88c3-ea87dc6c9b4d,INE833U07052,2024-12-31,"1019.1781",2024-12-24,"0","1019.1781","0","100000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"7fce2cab-3eb8-4961-8073-8d4ceba424bf",INE833U07052,2025-01-31,"1019.1781",2025-01-24,"0","1019.1781","0","100000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"34948607-0e14-44c4-8be1-b54b4a03e62a",INE833U07052,2025-02-28,"920.5479",2025-02-21,"0","920.5479","0","100000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"33608933-cdaa-4ba2-8238-96c2e64d624f",INE833U07052,2025-03-31,"1019.1781",2025-03-24,"0","1019.1781","0","100000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"137e4c74-a800-433c-933c-3856f7e4bfb2",INE833U07052,2025-04-30,"986.3014",2025-04-23,"0","986.3014","0","100000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
ca78bc89-ff98-4568-9e69-8d500bee9c62,INE833U07052,2025-06-06,"101216.4384",2025-05-30,"100000","1216.4384","0","100000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
b6d94ab7-9f5e-42a6-8353-855bdb8ade52,INE0MHC07179,2024-08-10,"845.0685",2024-07-26,"0","845.0685","0","100000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
f7c6e648-acd2-4577-8135-ac5ac3377678,INE0MHC07179,2024-09-10,"845.0685",2024-08-26,"0","845.0685","0","100000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"88e7ba51-58f0-42c9-98ff-4c24c5fedcce",INE0MHC07179,2024-10-10,"817.8082",2024-09-25,"0","817.8082","0","100000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"5a04f0b6-af1d-465d-84bc-dd7ac671d704",INE0MHC07179,2024-11-10,"845.0685",2024-10-26,"0","845.0685","0","100000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"04369e55-3cf5-4e64-9696-26305f1907a8",INE0MHC07179,2024-12-10,"817.8082",2024-11-25,"0","817.8082","0","100000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
c9401070-a677-4ed0-aae1-ef3ab8b3aefa,INE0MHC07179,2025-01-10,"845.0685",2024-12-26,"0","845.0685","0","100000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"5a940906-83cd-4a4b-b423-2272ab79393c",INE0MHC07179,2025-02-10,"845.0685",2025-01-26,"0","845.0685","0","100000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
b9a57af3-6735-4a67-ae6d-0bfd9fb29fa5,INE0MHC07179,2025-03-10,"763.2877",2025-02-23,"0","763.2877","0","100000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"68e85464-e91f-4b8a-9209-aae16868e5bf",INE0MHC07179,2025-04-10,"845.0685",2025-03-26,"0","845.0685","0","100000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"56bfb9a8-e368-47ac-a450-dc31973f70d9",INE0MHC07179,2025-05-11,"100845.0685",2025-04-26,"100000","845.0685","0","100000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"75d30e55-ff2c-480b-8899-274c6f838ad6",INE996U07172,2024-08-08,"990.9836",2024-07-24,"0","990.9836","0","100000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"44538324-cae9-40dd-ab98-bfb9aba8e676",INE996U07172,2024-09-08,"990.9836",2024-08-24,"0","990.9836","0","100000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
c949fb08-b493-465e-a895-d9e21caf8859,INE996U07172,2024-10-08,"959.0164",2024-09-23,"0","959.0164","0","100000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"54fa86b8-1e0f-480b-8ad0-4186626a6a26",INE996U07172,2024-11-08,"990.9836",2024-10-24,"0","990.9836","0","100000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
b208aae4-60b2-4dfc-bdf1-0e95ccfbf3c3,INE996U07172,2024-12-08,"959.0164",2024-11-23,"0","959.0164","0","100000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"4c3a476f-9b32-4beb-a0c4-9a15a16f0734",INE996U07172,2025-01-08,"993.6986",2024-12-24,"0","993.6986","0","100000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
ea6bbef5-bca8-4dd6-80db-5765cab977ad,INE996U07172,2025-02-08,"993.6986",2025-01-24,"0","993.6986","0","100000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
be4abcb6-6cb9-46ca-9345-4dbcf6383956,INE996U07172,2025-03-08,"897.5342",2025-02-21,"0","897.5342","0","100000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
eb99d952-4119-4b5b-bfcf-dfd97f742031,INE996U07172,2025-04-08,"993.6986",2025-03-24,"0","993.6986","0","100000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"72ba819f-671b-4e55-a4f1-afc50e847eeb",INE996U07172,2025-05-08,"961.6438",2025-04-23,"0","961.6438","0","100000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"6e9ac2a0-1fc2-4e99-8f90-f5e487d17092",INE996U07172,2025-06-08,"993.6986",2025-05-24,"0","993.6986","0","100000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"1a4b3eb8-6868-4c6a-a725-08b81f42f486",INE996U07172,2025-07-08,"961.6438",2025-06-23,"0","961.6438","0","100000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
f31f1e36-f93d-4884-8f37-673fc552e717,INE996U07172,2025-08-08,"993.6986",2025-07-24,"0","993.6986","0","100000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"977e62d6-0cbb-41e2-bd24-809baf0a59eb",INE996U07172,2025-09-08,"993.6986",2025-08-24,"0","993.6986","0","100000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"5c59c33e-f9ec-4a62-9d65-5d99ad3478d1",INE996U07172,2025-10-08,"961.6438",2025-09-23,"0","961.6438","0","100000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
c3cf01d5-36ae-4768-9a57-5d33dd1a3d81,INE996U07172,2025-11-08,"993.6986",2025-10-24,"0","993.6986","0","100000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"73dbd684-7492-4e0e-81dc-398db03c63dc",INE996U07172,2025-12-08,"961.6438",2025-11-23,"0","961.6438","0","100000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
e558176e-0e2c-4eda-abf1-f682f904510c,INE996U07172,2026-01-08,"100993.6986",2025-12-24,"100000","993.6986","0","100000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
b35b7dc0-484f-435a-93d4-ab8d11b74a05,INE0B7Y07050,2024-08-06,"886.4155",2024-07-22,"833.3333","53.0822","0","5000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"290dc461-c614-49bf-a079-42c6c5b50332",INE0B7Y07050,2024-09-06,"877.5685",2024-08-22,"833.3333","44.2352","0","4167",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"55669db6-465f-4ad2-9010-a0bd5284d865",INE0B7Y07050,2024-10-06,"867.5799",2024-09-21,"833.3333","34.2466","0","3333",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"4566bb3c-6acb-4c81-948e-9c2ef13636c9",INE0B7Y07050,2024-11-06,"859.8744",2024-10-22,"833.3333","26.5411","0","2500",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"9d9b8f9c-52cf-4e6f-b3d3-ad94b954e0d3",INE0B7Y07050,2024-12-06,"850.4566",2024-11-21,"833.3333","17.1233","0","1667",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"1f921db2-5a16-4fc1-9961-f7a9d3a1a43b",INE0B7Y07050,2025-01-06,"842.1804",2024-12-22,"833.3333","8.847","0","833",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
d3c05295-b3f4-41cf-b2c6-aba199479674,INE996U07180,2024-09-05,"883.2877",2024-08-21,"0","883.2877","0","0",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"5097cd9c-e442-48c9-978b-3862ae838b37",INE996U07180,2024-10-05,"854.7945",2024-09-20,"0","854.7945","0","0",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
b99ace6f-47da-4bda-a342-7e92bf8e4655,INE996U07180,2024-11-05,"883.2877",2024-10-21,"0","883.2877","0","0",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"4f3f2e62-b0bc-4359-a9c6-48ec457296fe",INE996U07180,2024-12-05,"854.7945",2024-11-20,"0","854.7945","0","0",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"4e61e9f8-1d7a-45c2-82b7-00a61fd037ce",INE996U07180,2025-01-05,"883.2877",2024-12-21,"0","883.2877","0","0",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"0f800846-631f-4196-8242-2c386458f16d",INE996U07180,2025-02-05,"883.2877",2025-01-21,"0","883.2877","0","0",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
a325f659-b3a5-4b2e-bf05-584fa3da890e,INE996U07180,2025-03-05,"797.8082",2025-02-18,"0","797.8082","0","0",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
a975a98c-58a9-49cc-85e6-09a0cb2cf9c5,INE996U07180,2025-04-05,"883.2877",2025-03-21,"0","883.2877","0","0",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"6b12301a-7cda-48ef-8700-94e720cb5d18",INE996U07180,2025-05-05,"854.7945",2025-04-20,"0","854.7945","0","0",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"255f5882-a637-4dc3-b6ac-6c306bf37b90",INE996U07180,2025-06-05,"883.2877",2025-05-21,"0","883.2877","0","0",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
ed4dd292-7852-40e2-b1fb-2e266e18a60b,INE996U07180,2025-07-10,"100997.2603",2025-06-25,"100000","997.2603","0","0",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"00509dce-46de-434b-8bb4-9ee8f8be1191",INE0B7Y07084,2023-12-03,"98.6301",2023-11-18,"0","98.6301","0","10000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
a697cff3-2329-4b82-9697-12a39cbe21a3,INE0B7Y07084,2024-01-03,"101.9178",2023-12-19,"0","101.9178","0","10000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
e685c508-5616-42e7-80dc-1fef907e48d1,INE0B7Y07084,2024-02-03,"101.9178",2024-01-19,"0","101.9178","0","10000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"495fc029-ac2d-4563-9085-470854bc4d2c",INE0B7Y07084,2024-03-03,"95.3425",2024-02-17,"0","95.3425","0","10000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"477a49ba-c90d-432e-b39f-b9cd50eaff66",INE0B7Y07084,2024-04-03,"101.9178",2024-03-19,"0","101.9178","0","10000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"90ac0d61-0de7-468e-a28a-89803b7f8c3a",INE0B7Y07084,2024-05-03,"98.6301",2024-04-18,"0","98.6301","0","10000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
b143c272-5251-480c-9a7e-c8ebee088218,INE0B7Y07084,2024-06-03,"101.9178",2024-05-19,"0","101.9178","0","10000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"8acd80ec-076a-4341-ad84-ad020108fc97",INE0B7Y07084,2024-07-03,"98.6301",2024-06-18,"0","98.6301","0","10000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"2ecfe23c-1c6b-4e19-9df5-996610cbc321",INE0B7Y07084,2024-08-03,"101.9178",2024-07-19,"0","101.9178","0","10000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
c5c5b052-aab2-4371-ace5-ef6ac7daa87f,INE0B7Y07084,2024-09-03,"101.9178",2024-08-19,"0","101.9178","0","10000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"7bd74163-f5ab-4848-9e7a-1f2532f41c44",INE0B7Y07084,2024-10-03,"98.6301",2024-09-18,"0","98.6301","0","10000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"3f16a6f8-7d6f-42ef-95ea-ca18b1f7d713",INE0B7Y07084,2024-11-03,"101.9178",2024-10-19,"0","101.9178","0","10000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"774aeb07-f181-4e92-bab0-f5ea4da66aaa",INE0B7Y07084,2024-12-03,"98.6301",2024-11-18,"0","98.6301","0","10000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
"823cb838-7114-413a-9cf1-230b7cc38cbb",INE0B7Y07084,2025-01-03,"101.9178",2024-12-19,"0","101.9178","0","10000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
ea53b526-13f7-4688-8279-043a23a6778b,INE0B7Y07084,2025-02-03,"10101.9178",2025-01-19,"10000","101.9178","0","10000",active,2025-02-17 16:02:45.285,2025-02-17 16:02:45.285
